artist_id,mbtag,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year
AR00A6H1187FB5402A,usa,TRBFMIU12903CB8536,So Long (Originally Performed by Abba),SOSVXWK12AB01886ED,Cover the Earth,AR00A6H1187FB5402A,312c14d9-7897-4608-944a-c5b1c76ae682,The Meatmen,211.3824,0.514064276419,0.395627514317,0
AR01VU31187B997DA0,hard rock,TRAKZMB128F427B44F,Please Me (24-Bit Digitally Remastered 02),SOJFJVJ12A8C139F83,Shinin' On (2002 Digital Remaster),AR01VU31187B997DA0,103241b0-6adf-4b4f-9cff-5c87459f61a4,Grand Funk,217.73016,0.691800849769,0.501597042323,0
AR01VU31187B997DA0,rock,TRAKZMB128F427B44F,Please Me (24-Bit Digitally Remastered 02),SOJFJVJ12A8C139F83,Shinin' On (2002 Digital Remaster),AR01VU31187B997DA0,103241b0-6adf-4b4f-9cff-5c87459f61a4,Grand Funk,217.73016,0.691800849769,0.501597042323,0
AR01VU31187B997DA0,american,TRAKZMB128F427B44F,Please Me (24-Bit Digitally Remastered 02),SOJFJVJ12A8C139F83,Shinin' On (2002 Digital Remaster),AR01VU31187B997DA0,103241b0-6adf-4b4f-9cff-5c87459f61a4,Grand Funk,217.73016,0.691800849769,0.501597042323,0
AR01W2D1187FB5912F,united states,TRASHYD128F93119EE,CHOKECHAIN (Amended Album Version),SOIDQLF12CF5664F7F,WANT,AR01W2D1187FB5912F,125948ec-7f91-4d1a-8b83-accbf50fae3d,3OH!3,211.66975,0.786529475646,0.603324560016,2008
AR022JO1187B99587B,production music,TRAHSJR12903CBF093,I Promise My Heart,SOJTMEQ12AB0188BB7,I Promise My Heart,AR022JO1187B99587B,9538ab80-dcbf-4b94-a0cf-e5d1fbbc42c9,Ross,68.49261,0.584633790637,0.288999938395,0
AR02IU11187FB513F2,jazz,TRAEQTU12903CC55A2,Mambo Suavecito,SOMTCUG12AB018D478,Mamborama,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,178.46812,0.72210529812,0.480724780921,1993
AR02IU11187FB513F2,jazz,TRAJFCC12903CC55AD,Mambo Tipico,SOKCUMS12AB018D4A0,Mamborama,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,180.00934,0.72210529812,0.480724780921,1993
AR02IU11187FB513F2,jazz,TRAMHIY128F427A892,China,SOJZTXJ12AB01845FB,Mambo Diablo,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,295.05261,0.72210529812,0.480724780921,1972
AR02IU11187FB513F2,jazz,TRANQDN128F425EEEA,"""Carnival (from """"Black Orpheus"""")""",SOZAVXS12A8C134305,Puente Now! The Exciting Tito Puente Band,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,273.81506,0.72210529812,0.480724780921,0
AR02IU11187FB513F2,jazz,TRAZUZS128F4242F76,Flight To Jordan,SOZKQWY12A6D4FA5E6,Live At The Playboy Jazz Festival,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,356.41424,0.72210529812,0.480724780921,1998
AR02IU11187FB513F2,jazz,TRBCRCU12903CD3E19,Bata 6/8,SOQOEGK12AB01883BB,Salsa Salsa,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puenté,362.50077,0.72210529812,0.480724780921,1987
AR02IU11187FB513F2,latin,TRAEQTU12903CC55A2,Mambo Suavecito,SOMTCUG12AB018D478,Mamborama,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,178.46812,0.72210529812,0.480724780921,1993
AR02IU11187FB513F2,latin,TRAJFCC12903CC55AD,Mambo Tipico,SOKCUMS12AB018D4A0,Mamborama,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,180.00934,0.72210529812,0.480724780921,1993
AR02IU11187FB513F2,latin,TRAMHIY128F427A892,China,SOJZTXJ12AB01845FB,Mambo Diablo,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,295.05261,0.72210529812,0.480724780921,1972
AR02IU11187FB513F2,latin,TRANQDN128F425EEEA,"""Carnival (from """"Black Orpheus"""")""",SOZAVXS12A8C134305,Puente Now! The Exciting Tito Puente Band,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,273.81506,0.72210529812,0.480724780921,0
AR02IU11187FB513F2,latin,TRAZUZS128F4242F76,Flight To Jordan,SOZKQWY12A6D4FA5E6,Live At The Playboy Jazz Festival,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puente,356.41424,0.72210529812,0.480724780921,1998
AR02IU11187FB513F2,latin,TRBCRCU12903CD3E19,Bata 6/8,SOQOEGK12AB01883BB,Salsa Salsa,AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,Tito Puenté,362.50077,0.72210529812,0.480724780921,1987
AR035N21187FB3938E,trance,TRAAMKL128F9347D8A,Robbers Kill Cop,SONXLQQ12AB0184B54,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,44.35546,0.786427083379,0.512226738318,0
AR035N21187FB3938E,trance,TRAHXMC128F4267B70,Knowledge Of Self (Evol Intent Remix),SOPTEDP12A8C139E74,The Dungeonmaster's Guide,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,253.07383,0.786427083379,0.512226738318,2004
AR035N21187FB3938E,trance,TRAKXNZ128F931DC2B,Ver de Feliz,SOFQHNI12AB018345A,Tiger Woods PGA Tour 2005,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,311.90159,0.786427083379,0.512226738318,2006
AR035N21187FB3938E,trance,TRALOBE12903CDA6C5,Mercury & Solace,SOAUXQN12AB018D2F6,In Search Of Sunrise 1,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,506.27873,0.786427083379,0.512226738318,2000
AR035N21187FB3938E,trance,TRANVEG12903CAFD2C,Every Other Way,SONIUEQ12AB0184D1A,Every Other Way,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT feat. JES,550.97424,0.786427083379,0.512226738318,2010
AR035N21187FB3938E,trance,TRAVJOO128F14AD39C,Korean Waterhole,SOOTFBM12A6D4FCD69,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,94.9024,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,trance,TRBCRKF128F14AD398,Henrys Death,SOEGJRT12A6D4FCD65,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,214.54322,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,electronic,TRAAMKL128F9347D8A,Robbers Kill Cop,SONXLQQ12AB0184B54,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,44.35546,0.786427083379,0.512226738318,0
AR035N21187FB3938E,electronic,TRAHXMC128F4267B70,Knowledge Of Self (Evol Intent Remix),SOPTEDP12A8C139E74,The Dungeonmaster's Guide,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,253.07383,0.786427083379,0.512226738318,2004
AR035N21187FB3938E,electronic,TRAKXNZ128F931DC2B,Ver de Feliz,SOFQHNI12AB018345A,Tiger Woods PGA Tour 2005,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,311.90159,0.786427083379,0.512226738318,2006
AR035N21187FB3938E,electronic,TRALOBE12903CDA6C5,Mercury & Solace,SOAUXQN12AB018D2F6,In Search Of Sunrise 1,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,506.27873,0.786427083379,0.512226738318,2000
AR035N21187FB3938E,electronic,TRANVEG12903CAFD2C,Every Other Way,SONIUEQ12AB0184D1A,Every Other Way,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT feat. JES,550.97424,0.786427083379,0.512226738318,2010
AR035N21187FB3938E,electronic,TRAVJOO128F14AD39C,Korean Waterhole,SOOTFBM12A6D4FCD69,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,94.9024,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,electronic,TRBCRKF128F14AD398,Henrys Death,SOEGJRT12A6D4FCD65,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,214.54322,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,progressive house,TRAAMKL128F9347D8A,Robbers Kill Cop,SONXLQQ12AB0184B54,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,44.35546,0.786427083379,0.512226738318,0
AR035N21187FB3938E,progressive house,TRAHXMC128F4267B70,Knowledge Of Self (Evol Intent Remix),SOPTEDP12A8C139E74,The Dungeonmaster's Guide,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,253.07383,0.786427083379,0.512226738318,2004
AR035N21187FB3938E,progressive house,TRAKXNZ128F931DC2B,Ver de Feliz,SOFQHNI12AB018345A,Tiger Woods PGA Tour 2005,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,311.90159,0.786427083379,0.512226738318,2006
AR035N21187FB3938E,progressive house,TRALOBE12903CDA6C5,Mercury & Solace,SOAUXQN12AB018D2F6,In Search Of Sunrise 1,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,506.27873,0.786427083379,0.512226738318,2000
AR035N21187FB3938E,progressive house,TRANVEG12903CAFD2C,Every Other Way,SONIUEQ12AB0184D1A,Every Other Way,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT feat. JES,550.97424,0.786427083379,0.512226738318,2010
AR035N21187FB3938E,progressive house,TRAVJOO128F14AD39C,Korean Waterhole,SOOTFBM12A6D4FCD69,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,94.9024,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,progressive house,TRBCRKF128F14AD398,Henrys Death,SOEGJRT12A6D4FCD65,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,214.54322,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,composer,TRAAMKL128F9347D8A,Robbers Kill Cop,SONXLQQ12AB0184B54,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,44.35546,0.786427083379,0.512226738318,0
AR035N21187FB3938E,composer,TRAHXMC128F4267B70,Knowledge Of Self (Evol Intent Remix),SOPTEDP12A8C139E74,The Dungeonmaster's Guide,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,253.07383,0.786427083379,0.512226738318,2004
AR035N21187FB3938E,composer,TRAKXNZ128F931DC2B,Ver de Feliz,SOFQHNI12AB018345A,Tiger Woods PGA Tour 2005,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,311.90159,0.786427083379,0.512226738318,2006
AR035N21187FB3938E,composer,TRALOBE12903CDA6C5,Mercury & Solace,SOAUXQN12AB018D2F6,In Search Of Sunrise 1,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,506.27873,0.786427083379,0.512226738318,2000
AR035N21187FB3938E,composer,TRANVEG12903CAFD2C,Every Other Way,SONIUEQ12AB0184D1A,Every Other Way,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT feat. JES,550.97424,0.786427083379,0.512226738318,2010
AR035N21187FB3938E,composer,TRAVJOO128F14AD39C,Korean Waterhole,SOOTFBM12A6D4FCD69,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,94.9024,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,composer,TRBCRKF128F14AD398,Henrys Death,SOEGJRT12A6D4FCD65,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,214.54322,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,film composer,TRAAMKL128F9347D8A,Robbers Kill Cop,SONXLQQ12AB0184B54,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,44.35546,0.786427083379,0.512226738318,0
AR035N21187FB3938E,film composer,TRAHXMC128F4267B70,Knowledge Of Self (Evol Intent Remix),SOPTEDP12A8C139E74,The Dungeonmaster's Guide,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,253.07383,0.786427083379,0.512226738318,2004
AR035N21187FB3938E,film composer,TRAKXNZ128F931DC2B,Ver de Feliz,SOFQHNI12AB018345A,Tiger Woods PGA Tour 2005,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,311.90159,0.786427083379,0.512226738318,2006
AR035N21187FB3938E,film composer,TRALOBE12903CDA6C5,Mercury & Solace,SOAUXQN12AB018D2F6,In Search Of Sunrise 1,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,506.27873,0.786427083379,0.512226738318,2000
AR035N21187FB3938E,film composer,TRANVEG12903CAFD2C,Every Other Way,SONIUEQ12AB0184D1A,Every Other Way,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT feat. JES,550.97424,0.786427083379,0.512226738318,2010
AR035N21187FB3938E,film composer,TRAVJOO128F14AD39C,Korean Waterhole,SOOTFBM12A6D4FCD69,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,94.9024,0.786427083379,0.512226738318,2005
AR035N21187FB3938E,film composer,TRBCRKF128F14AD398,Henrys Death,SOEGJRT12A6D4FCD65,Stealth,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,214.54322,0.786427083379,0.512226738318,2005
AR03BDP1187FB5B324,pop,TRACYCJ128F9309246,Don't Go Knockin' On My Door,SOQIDEF12A8C139B23,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,223.52934,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,pop,TRAEBXS128F429933A,Boys,SOLQLGL12A8C138380,Touch My Soul_ Vol. 23,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears feat. Pharrell Williams,225.48853,0.153605548145,0.607257279581,2001
AR03BDP1187FB5B324,pop,TRAECBR128F429F8C0,Everytime,SOFIFUK12A8C1393F8,Everytime,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,206.81098,0.947327506635,0.631289507585,2003
AR03BDP1187FB5B324,pop,TRAILNM12903CD17D2,"""Lala Song (Matesi DJ """"Silverstatix""""remix""",SOXHGFE12AAF3B1DC8,Lala Song The Remixes,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Bob Sinclar,342.69995,0.947327506635,0.607257279581,0
AR03BDP1187FB5B324,pop,TRAODGF128F92F3FF9,Break The Ice,SOSCFCE12AAF3B1DE5,Break The Ice: Dance Remixes,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,530.12853,0.947327506635,0.607257279581,2007
AR03BDP1187FB5B324,pop,TRAQRYZ128F4291DCB,My Prerogative,SOUQDHF12A8C13B70C,My Prerogative,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,213.18485,0.947327506635,0.631289507585,2004
AR03BDP1187FB5B324,pop,TRARSKA128F9336A04,3,SOQKBQI12AB0182711,3,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,465.47546,0.947327506635,0.607257279581,2009
AR03BDP1187FB5B324,pop,TRAUFLM128F42AECDC,Someday (I Will Understand),SOYEVCP12AC9E17E09,Someday (I Will Understand),AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,1.04444,0.947327506635,0.607257279581,2005
AR03BDP1187FB5B324,pop,TRBALRR128F429625D,Can't Make You Love Me,SOLSJHM12A8C139B46,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,196.80608,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,pop,TRBAUVN128F932FEF8,Oops!...I Did It Again,SOMTXSB12AF72ACC38,The Singles Collection,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,211.01669,0.947327506635,0.607257279581,2000
AR03BDP1187FB5B324,american,TRACYCJ128F9309246,Don't Go Knockin' On My Door,SOQIDEF12A8C139B23,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,223.52934,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,american,TRAEBXS128F429933A,Boys,SOLQLGL12A8C138380,Touch My Soul_ Vol. 23,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears feat. Pharrell Williams,225.48853,0.153605548145,0.607257279581,2001
AR03BDP1187FB5B324,american,TRAECBR128F429F8C0,Everytime,SOFIFUK12A8C1393F8,Everytime,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,206.81098,0.947327506635,0.631289507585,2003
AR03BDP1187FB5B324,american,TRAILNM12903CD17D2,"""Lala Song (Matesi DJ """"Silverstatix""""remix""",SOXHGFE12AAF3B1DC8,Lala Song The Remixes,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Bob Sinclar,342.69995,0.947327506635,0.607257279581,0
AR03BDP1187FB5B324,american,TRAODGF128F92F3FF9,Break The Ice,SOSCFCE12AAF3B1DE5,Break The Ice: Dance Remixes,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,530.12853,0.947327506635,0.607257279581,2007
AR03BDP1187FB5B324,american,TRAQRYZ128F4291DCB,My Prerogative,SOUQDHF12A8C13B70C,My Prerogative,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,213.18485,0.947327506635,0.631289507585,2004
AR03BDP1187FB5B324,american,TRARSKA128F9336A04,3,SOQKBQI12AB0182711,3,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,465.47546,0.947327506635,0.607257279581,2009
AR03BDP1187FB5B324,american,TRAUFLM128F42AECDC,Someday (I Will Understand),SOYEVCP12AC9E17E09,Someday (I Will Understand),AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,1.04444,0.947327506635,0.607257279581,2005
AR03BDP1187FB5B324,american,TRBALRR128F429625D,Can't Make You Love Me,SOLSJHM12A8C139B46,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,196.80608,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,american,TRBAUVN128F932FEF8,Oops!...I Did It Again,SOMTXSB12AF72ACC38,The Singles Collection,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,211.01669,0.947327506635,0.607257279581,2000
AR03BDP1187FB5B324,urban pop,TRACYCJ128F9309246,Don't Go Knockin' On My Door,SOQIDEF12A8C139B23,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,223.52934,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,urban pop,TRAEBXS128F429933A,Boys,SOLQLGL12A8C138380,Touch My Soul_ Vol. 23,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears feat. Pharrell Williams,225.48853,0.153605548145,0.607257279581,2001
AR03BDP1187FB5B324,urban pop,TRAECBR128F429F8C0,Everytime,SOFIFUK12A8C1393F8,Everytime,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,206.81098,0.947327506635,0.631289507585,2003
AR03BDP1187FB5B324,urban pop,TRAILNM12903CD17D2,"""Lala Song (Matesi DJ """"Silverstatix""""remix""",SOXHGFE12AAF3B1DC8,Lala Song The Remixes,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Bob Sinclar,342.69995,0.947327506635,0.607257279581,0
AR03BDP1187FB5B324,urban pop,TRAODGF128F92F3FF9,Break The Ice,SOSCFCE12AAF3B1DE5,Break The Ice: Dance Remixes,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,530.12853,0.947327506635,0.607257279581,2007
AR03BDP1187FB5B324,urban pop,TRAQRYZ128F4291DCB,My Prerogative,SOUQDHF12A8C13B70C,My Prerogative,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,213.18485,0.947327506635,0.631289507585,2004
AR03BDP1187FB5B324,urban pop,TRARSKA128F9336A04,3,SOQKBQI12AB0182711,3,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,465.47546,0.947327506635,0.607257279581,2009
AR03BDP1187FB5B324,urban pop,TRAUFLM128F42AECDC,Someday (I Will Understand),SOYEVCP12AC9E17E09,Someday (I Will Understand),AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,1.04444,0.947327506635,0.607257279581,2005
AR03BDP1187FB5B324,urban pop,TRBALRR128F429625D,Can't Make You Love Me,SOLSJHM12A8C139B46,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,196.80608,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,urban pop,TRBAUVN128F932FEF8,Oops!...I Did It Again,SOMTXSB12AF72ACC38,The Singles Collection,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,211.01669,0.947327506635,0.607257279581,2000
AR03BDP1187FB5B324,dance,TRACYCJ128F9309246,Don't Go Knockin' On My Door,SOQIDEF12A8C139B23,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,223.52934,0.947327506635,0.631289507585,2000
AR03BDP1187FB5B324,dance,TRAEBXS128F429933A,Boys,SOLQLGL12A8C138380,Touch My Soul_ Vol. 23,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears feat. Pharrell Williams,225.48853,0.153605548145,0.607257279581,2001
